,0,1,2,3,Request Number,Conditions
12,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",109854,Walk in refrigerator is crowded. No labels or expiration dates on food. Hot & cold food are not held at temperature. Seafood & meat being used after expiration date. No sanitary buckets. Storing food in dirty containers.
13,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",82430,Worker did not wash hands after cleaning dining room before putting on gloves to make sandwich.
14,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",91805,Employees are smoking at facility.
15,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",53504,EYE LASH FOUND IN MILKSHAKE
16,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",48543,"RESTROOMS ARE NOT OPEN TO THE PUBLIC DURING OPERATIONAL TIME.  THE RESTROOMS ARE NOT OPEN UNTIL 10:00 A.M. WHEN THE RESTAURANTS OPEN AT 9:00 A.M.

RESTROOMS ARE NOT OPEN UNTIL 10 AM IN THE FOOD COURT.  EMPLOYEES USE RESTROOMS THAT ARE OPEN AT 6 AM BY STARBUCKS."
17,roach_doc,"__________________________________________
","  markup_id vis_category start end          txt   type
0        T0       Target    56  67  cockroaches  roach","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",101876,"Date occurred: 04/11/12  Time occurred: 8:50am
Saw 20-30 cockroaches on the floor in the kitchen."
18,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",97842,There is sewage in the basement storage area.
19,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",111880,"Date occurred: 08/15/13 Time occurred: 7:00pm
Toilet room floors dirty. Dining room floors dirty."
20,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",83401,Observed employees not changing out gloves between handling money and food or between handling money and tongs used to handle the lettuce. handles to tongs are in the lettuce
21,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",48573,"NON LICENSED OR PERMITTED TACO CART. NO WATER, BROKEN SPIGOT WITH HAND WASH SINK. WHITE OLDER CHEVY VAN - SUPPLIER - VEHICLE THEY USE. PARKS CART BEHIND EL VAQUERO BAR. NO GLOVE USE. NO HAIR STRAINT."
22,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",78670,"*SEE ATTACHED
BAREHAND CONTACT WITH DELI MEATS. RESTAURANT IS EXTREMELY FILTHY"
23,rats_doc,"__________________________________________
","  markup_id vis_category start end     txt  type
0        T0       Target     4  10  rodent  rats","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",135045,Saw rodent coming from the deli section and moving to the meat section. Date 06/03/2016 Time: 10 am
24,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",116562,A customer saw an employee use the counter rags to clean the steam wand. Touched pastries with bare hands. Chemical bottles are stored on food prep table and dirty scrubbers are stored on food counters.
25,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",142516,Leaving trailer @ Elektra (behind building).
26,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",124782,"Email received alerting us to private resident selling tacos from their backyard/garage. Complainant says ""They only do it Friday Saturday and Sunday when you  don't do any inspections."""
27,fbi_doc,"__________________________________________
","  markup_id vis_category start end  txt type
0        T0       Target     0   3  fbi  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",130382,FBI report
28,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",66533,Complainant claims that facility does not require employees to have food handler cards.
29,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",79856,The dumpster is over flowing.
30,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",95918,People are smoking outside of the door.
31,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",107003,"Dumpsters not covered, smell is horrible."
32,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",141508,None of the employee have a food handlers permit.
33,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",63172,"CHICKEN WAS RAW WHEN ORDERED. THE BREADING IS SEPARATED FROM THE MEAT, IS OLD. CALLED MANAGER, MANAGER TOLD HER THAT SHE COULDN'T CONTROL WHAN HER FOOD HANDLERS ARE DOING."
34,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",141868,The employees don't have food handler cards.  They leave when they see the inspector.  There are 6 employees that work in the kitchen.
35,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",99571,Bare hand contact with ready to eat food. Manager said that they have a strict handwashing policy.
36,roach_doc,"__________________________________________
","  markup_id vis_category start end        txt   type
0        T0       Target    11  20  cockroach  roach","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",142486,Found dead cockroach in take out order.
37,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",58266,A STUDENT WAS GIVEN A HAMBURGER THAT WAS STILL PINK INSIDE. ON ANOTHER DAY THE SAME STUDENT WAS SERVED A COLD HOT DOG FOR LUNCH.
38,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",115654,"Unsanitary conditions. Glasses of water were brought to the table, but the water was orange green in color with hundreds of particles at the bottom. The kitchen was also using the same water to cook and clean with. Had a couple of bites, got diarrhea."
39,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",99688,The owner allowed a pomeranian dog (not a service dog) without a leash to be inside the restaurant. He also fed the dog with restaurant food.
40,roach_doc,"__________________________________________
","  markup_id vis_category start end        txt   type
0        T0       Target     7  16  cockroach  roach
1        T1       Target    34  43  cockroach  roach","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",94795,A live cockroach was in my salad. Cockroach was cut in half but still alive.
41,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",138649,"Food workers are not wearing hair nets.  Also, noticed several workers use gloves while cleaning and then go back and prep food with the same gloves on."
42,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",133006,"Date occurred: 3/12/16  Time: 11:00pm
Overflowing dumpster, placing trash around dumpster because it is full."
43,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",106134,Failure to have current ServSAfe manager on site for last year.
44,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",63977,"WHOPPERS WERE COLD TO THE TOUCH. GIRLS ON FOOD LINE CLEANED WITH BAR TOWELS, SWEEPING THE FLOOR AND DID NOT WASH HANDS BEFORE GOING BACK TO HANDLE FOOD."
45,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",129742,"Sleep Cheap Trailer Park located at 1999 West North Temple.
Trailer #25 is a family commercially preparing tamales for sale. Don't go alone take a Spanish translator.
The trailer park owner is Carl Armkaecht, 801-556-9483. Call him for questions or access."
46,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",83583,Cook was putting hands in his mouth then handling food.
47,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",143857,"Employee did not wash hands after we placed our order and paid.  He ran his hands under water and dried them off with a dirty towel.  When he began to make our sandwiches he did not put on gloves and touched many different surfaces, including the food.  The place was filthy and grimy with apparent smudges and dirt on everything behind the counter.  The lettuce and tomatoes were in disgusting bins that looked like they had been sitting there for forever."
48,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",43924,NO SANITIZER WATER ON LINE.  NO THERMOMETERS IN FACILITY.  THINGS ARE NOT GETTING WASHED.  NO FOOD HANDLER PERMITS.  NO CERTIFIED FOOD SAFETY MANAGER.
49,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",74805,CART IS OPERATING IN THE PARKING LOT.
50,fbi_doc,"__________________________________________
","  markup_id vis_category start end        txt type
0        T0       Target    10  19  foodborne  fbi
1        T1       Target    20  27    illness  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",49501,SUSPECTED FOODBORNE ILLNESS
51,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",130402,"Location: Uinta One, Section Three.
10-30-15:  Corrections officer, Sgt. Rawley, spilled ""white sack security meals"" into garbage can and then served meals to inmates.  Milk crate that is used to store meals during transit to cells is filthy."
52,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",132577,"Improper holding temperature with egg rolls, on going occurrence."
53,roach_doc,"__________________________________________
","  markup_id vis_category start end          txt   type
0        T0       Target    13  24  cockroaches  roach
1        T1       Target    35  46  cockroaches  roach","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",101138,Facility has cockroaches. Observed cockroaches near the salsa and the cook killing them.
54,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",136049,They employees who handle the food do not wear gloves. There is mold in men's restroom. There are ants in the facility.
55,fbi_doc,"__________________________________________
","  markup_id vis_category start end  txt type
0        T0       Target     7  10  ill  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",91972,"Became ill from eating at Wendy's.  He ate apple pecan chicken salad, french fries, and chili.  The chili appeared more runny than usual."
56,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",135017,". Ongoing issue, very odorous dumpster."
57,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",46912,A CUSTOMER FOUND DEAD GRASS HOPPER IN SOFT DRINK. CUSTOMER SUSPECTS THAT THE GRASSHOPPER CAME FROM ICE.
58,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",57330,THERE WAS A POSSIBLE ILLEGAL FOOD CART OUTSIDE OF ESTABLISHMENT DURING FERRAGUSTO.
59,roach_doc,"__________________________________________
","  markup_id vis_category start end        txt   type
0        T0       Target    36  45  cockroach  roach","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",50799,"DINING AREA A VERY LARGE  1 1/2 INCH COCKROACH WAS SPOTTED BY DINER ON 6/10/05.   HE SAID ""THE DINING ROOM AREA WAS ABSOLUTELY FILTHY AND IT WAS THE MOST DISGUSTING THING HE HAD EVER SEEN."""
60,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",61586,COOKING HAMBURGERS AND GIVING THEM AWAY. NO HANDSINK AND PROBABLY NO FOOD HANDLER CARDS.
61,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",69544,THE BATHROOMS WERE VERY DIRTY AND DISGUSTING.  THE SERVICE WAS ALSO BAD.
62,fbi_doc,"__________________________________________
","  markup_id vis_category start end        txt type
0        T0       Target     8  17  foodborne  fbi
1        T1       Target    18  25    illness  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",51543,"SUSPECT FOODBORNE ILLNESS

THERE WERE MECHANICAL PROBLEMS WITH GRILL DRAWERS.  DEFROST CYCLE WAS TURNING ON DURING DINNER SERVICE AND COULD HAVE CONTRIBUTED TO COOLING PROBLEMS WITH STEAK AND SALMON "
63,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",149703,"Customers milk shake had shards of glass the size of an adult pinky finger tip. Also, observed a waiter stick his hands down the back of his pants and scratch his behind and then proceed to grab plates of food to take to the table."
64,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",120908,"Most food handlers do not have food handler permits. Employee sits on the counter.
DoO: 10/22/2014, ongoing"
65,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",102613,Employee putting order tickets in raw meat then cooked meat. Putting the order tickets in employee mout as well.
66,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",140210,pre-inspection/ Jessica A. will perform the Inspection due to customer is Spanish speaking....tmc
67,fbi_doc,"__________________________________________
","  markup_id vis_category start end  txt type
0        T0       Target     4   7  epi  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",146097,see epi
68,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",118611,"Raw chicken is stored above deli meat, meat slicer is not working properly, metal shavings in food."
69,rats_doc,"__________________________________________
","  markup_id vis_category start end    txt  type
0        T0       Target    15  20  mouse  rats","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",145297,CUSTOMER SAW A MOUSE IN THE CORNER.
70,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",82868,People are smoking out on patio in front of door.
71,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",53342,"HAIR WAS FOUND IN FOOD A FEW TIMES.  HAIR IS NOT PROPERLY RESTRAINED.  ALSO, COMPLAINED ABOUT NOT BEING ALLOWED TO BRING IN OUTSIDE FOOD, BUT I TOLD COMPLAINANT THAT WE DO NOT REGULATE THAT."
72,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",84741,Three employees have staph infection and are working.
73,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",58965,"KETCHUP SMEARS ON WALL, FOOD (FRIES, LETTUCE, BREAD, AND SPILLED DRINKS) ALL OVER CARPET IN THE DINING AREA."
74,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",105885,Do not wear gloves. Employees claim they wash their hands a lot but they were wiping their hands on a dirty towel.
75,fbi_doc,"__________________________________________
","  markup_id vis_category start end      txt type
0        T0       Target     0   3      fbi  fbi
1        T1       Target    27  34  illness  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",113590,FBI. Hepatitis A report of illness.
76,fbi_doc,"__________________________________________
","  markup_id vis_category start end        txt type
0        T0       Target     8  17  foodborne  fbi
1        T1       Target    18  25    illness  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",134393,Suspect Foodborne Illness.
77,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",147944,Very filthy. Cup of sprite had large chunks of stuff in it. Black and brown particles.
78,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",59145,"COMPLAINANT BOUGHT A HOT DOG, WAS EATING IT IN THE PARKING LOT.  HE OBSERVED THE EMPLOYEE LEAVE THE HOT DOG AREA WITH HIS GLOVES ON, TAKE THE GARBAGE OUT, HAVE A SNOWBALL FIGHT WITH A GIRL OUTSIDE, GO BACK IN THE FACILITY AND CONTINUE TO HANDLE THE FOOD WITHOUT CHANGING THE GLOVES."
79,rats_doc,"__________________________________________
","  markup_id vis_category start end      txt  type
0        T0       Target    10  17  rodents  rats","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",54319,THERE ARE RODENTS EVERYWHERE IN THEIR BASEMENT.  THERE IS A STRONG SMELL OF GREASE COMING FROM THE FACILITY.
80,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",101732,The restaurant cook and staff does not have a food handler permit or manager on site.
81,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",78882,*See Notes* The restaurant is disgusting the cleanliness of it is horrible.
82,fbi_doc,"__________________________________________
","  markup_id vis_category start end  txt type
0        T0       Target     4   7  epi  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",101659,See epi
83,fbi_doc,"__________________________________________
","  markup_id vis_category start end  txt type
0        T0       Target     0   3  fbi  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",126224,fbi
84,fbi_doc,"__________________________________________
","  markup_id vis_category start end        txt type
0        T0       Target     8  17  foodborne  fbi
1        T1       Target    18  25    illness  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",136432,Suspect foodborne illness.nl
